,cat_1,cat_2,cat_3,min_logprice,max_logprice,med_logprice
307,Handmade,Paper Goods,Bookmark,1.6094379124341003,2.5649493574615367,2.0794415416798357
308,Handmade,Paper Goods,Calendar,1.791759469228055,3.044522437723423,2.4337672252277915
309,Handmade,Paper Goods,Cards,1.3862943611198906,5.814130531825066,2.70805020110221
310,Handmade,Paper Goods,Gift Wrap,1.3862943611198906,3.8501476017100584,2.302585092994046
311,Handmade,Paper Goods,Journal,1.3862943611198906,3.7376696182833684,2.3978952727983707
312,Handmade,Paper Goods,Notebook,1.3862943611198906,4.204692619390966,2.302585092994046
313,Handmade,Paper Goods,Origami,1.791759469228055,3.5553480614894135,3.044522437723423
314,Handmade,Paper Goods,Other,1.3862943611198906,3.1354942159291497,2.3978952727983707
315,Handmade,Paper Goods,Pad,3.044522437723423,3.044522437723423,3.044522437723423
316,Handmade,Paper Goods,Papermaking,1.3862943611198906,3.4339872044851463,2.5649493574615367
317,Handmade,Paper Goods,Scrapbooking,1.3862943611198906,5.442417710521793,2.70805020110221
318,Handmade,Paper Goods,Stationery,1.3862943611198906,5.10594547390058,2.302585092994046
319,Handmade,Paper Goods,Sticker,1.3862943611198906,4.406719247264253,1.6094379124341003
320,Handmade,Paper Goods,Tag,1.6094379124341003,5.62040086571715,2.0948273710132126
321,Handmade,Patterns,Accessories,2.1972245773362196,2.1972245773362196,2.1972245773362196
322,Handmade,Patterns,Baby,2.833213344056216,2.833213344056216,2.833213344056216
323,Handmade,Patterns,Beading,3.1354942159291497,3.1354942159291497,3.1354942159291497
324,Handmade,Patterns,Crochet,1.791759469228055,3.970291913552122,2.7403194616709956
325,Handmade,Patterns,Cross Stitch,2.0794415416798357,2.5649493574615367,2.3221954495706862
326,Handmade,Patterns,Doll Clothing,1.3862943611198906,2.70805020110221,2.70805020110221
327,Handmade,Patterns,Embroidery,2.3978952727983707,2.3978952727983707,2.3978952727983707
328,Handmade,Patterns,Handmade,1.6094379124341003,2.70805020110221,1.9944920232821373
329,Handmade,Patterns,Knitting,1.9459101490553132,3.4657359027997265,3.091042453358316
330,Handmade,Patterns,Other,2.5649493574615367,2.5649493574615367,2.5649493574615367
331,Handmade,Patterns,Painting,2.302585092994046,2.302585092994046,2.302585092994046
332,Handmade,Patterns,Quilt,2.70805020110221,2.70805020110221,2.70805020110221
333,Handmade,Patterns,Sewing,1.791759469228055,5.802118375377063,2.6390573296152584
334,Handmade,Pets,Accessories,1.791759469228055,3.713572066704308,2.70805020110221
335,Handmade,Pets,Bed,2.1972245773362196,3.4339872044851463,2.9444389791664403
336,Handmade,Pets,Blanket,4.276666119016055,4.276666119016055,4.276666119016055
337,Handmade,Pets,Bowl,1.6094379124341003,3.1354942159291497,2.381086967398878
338,Handmade,Pets,Clothing,1.791759469228055,3.912023005428146,2.5649493574615367
339,Handmade,Pets,Collar,1.6094379124341003,5.111987788356544,2.772588722239781
340,Handmade,Pets,Feeding,1.791759469228055,3.6375861597263857,3.1549591391132585
341,Handmade,Pets,Grooming,2.0794415416798357,4.007333185232471,2.995732273553991
342,Handmade,Pets,House,2.70805020110221,3.044522437723423,2.8762863194128165
343,Handmade,Pets,Leash,2.0794415416798357,3.044522437723423,2.1972245773362196
344,Handmade,Pets,Other,2.1972245773362196,3.8501476017100584,3.1934396596813226
345,Handmade,Pets,Pet Lover,1.791759469228055,3.8066624897703196,2.4849066497880004
346,Handmade,Pets,Small Animal,1.6094379124341003,3.258096538021482,2.3502401828962083
347,Handmade,Pets,Tag,2.5649493574615367,2.5649493574615367,2.5649493574615367
348,Handmade,Pets,Toy,2.1972245773362196,2.8903717578961645,2.3502401828962083
349,Handmade,Quilts,Baby,2.1972245773362196,3.4657359027997265,2.833213344056216
350,Handmade,Quilts,Other,2.0794415416798357,4.0943445622221,2.756714373082491
351,Handmade,Quilts,Patch,1.3862943611198906,3.4339872044851463,1.7005986908310775
352,Handmade,Quilts,Patchwork,1.791759469228055,2.772588722239781,2.282174095733918
353,Handmade,Quilts,Pillow,2.70805020110221,2.70805020110221,2.70805020110221
354,Handmade,Quilts,Trim,1.791759469228055,1.791759469228055,1.791759469228055
355,Handmade,Quilts,Wall Hanging,2.3978952727983707,3.044522437723423,2.7212088552608966
356,Handmade,Toys,Children,1.6094379124341003,2.5649493574615367,2.0126758453675744
357,Handmade,Toys,Doll Clothes,1.9459101490553132,1.9459101490553132,1.9459101490553132
358,Handmade,Toys,Food,1.3862943611198906,5.017279836814924,2.5649493574615367
359,Handmade,Toys,Game,2.4849066497880004,3.295836866004329,2.772588722239781
360,Handmade,Toys,Other,1.3862943611198906,4.74493212836325,2.1972245773362196
361,Handmade,Toys,Plush,1.791759469228055,3.5263605246161616,2.3978952727983707
362,Handmade,Toys,Sports,3.9512437185814275,3.9512437185814275,3.9512437185814275
363,Handmade,Weddings,Accessories,1.3862943611198906,3.8066624897703196,2.4849066497880004
364,Handmade,Weddings,Bouquets,2.1972245773362196,4.406719247264253,3.1549591391132585
365,Handmade,Weddings,Cake Toppers,1.6094379124341003,3.58351893845611,2.6735537653587342
366,Handmade,Weddings,Candles,2.3978952727983707,3.1354942159291497,2.772588722239781
367,Handmade,Weddings,Cards,2.1972245773362196,3.295836866004329,2.4849066497880004
368,Handmade,Weddings,Clothing,1.9459101490553132,4.795790545596741,3.091042453358316
369,Handmade,Weddings,Decorations,1.3862943611198906,5.049856007249537,2.772588722239781
370,Handmade,Weddings,Favors,1.791759469228055,4.04305126783455,2.772588722239781
371,Handmade,Weddings,Frames,2.3978952727983707,2.3978952727983707,2.3978952727983707
372,Handmade,Weddings,Guest Books,2.0794415416798357,3.6109179126442243,2.5649493574615367
373,Handmade,Weddings,Invitations,2.1972245773362196,2.995732273553991,2.3978952727983707
374,Handmade,Weddings,Jewelry,2.0794415416798357,3.4011973816621555,2.6020033435383976
375,Handmade,Weddings,Just Married,2.5649493574615367,3.4339872044851463,2.9994682809733417
376,Handmade,Weddings,Men,2.4849066497880004,5.638354669333745,3.295836866004329
377,Handmade,Weddings,Other,1.9459101490553132,3.4657359027997265,2.772588722239781
378,Handmade,Weddings,Pillows,2.1972245773362196,3.1780538303479458,2.4814223151299535
379,Handmade,Weddings,Something Blue,3.2188758248682006,3.2188758248682006,3.2188758248682006
380,Handmade,Woodworking,Accessories,2.833213344056216,2.833213344056216,2.833213344056216
381,Handmade,Woodworking,Boxes,2.0794415416798357,2.995732273553991,2.4849066497880004
382,Handmade,Woodworking,Burning,2.0794415416798357,2.70805020110221,2.1972245773362196
383,Handmade,Woodworking,Home Decor,2.3978952727983707,3.8918202981106265,3.044522437723423
384,Handmade,Woodworking,Jewelry,1.3862943611198906,1.791759469228055,1.5890269151739727
385,Handmade,Woodworking,Other,2.302585092994046,3.5553480614894135,2.4849066497880004
386,Handmade,Woodworking,Outdoor,3.2188758248682006,3.7612001156935624,3.4900379702808815
387,Handmade,Woodworking,Sculptures,3.4339872044851463,3.4339872044851463,3.4339872044851463
388,Handmade,Woodworking,Seasonal,2.5649493574615367,2.5649493574615367,2.5649493574615367
389,Handmade,Woodworking,Signs,2.1972245773362196,4.060443010546419,2.9444389791664403
390,Handmade,Woodworking,Sports,4.465908118654584,4.465908118654584,4.465908118654584
391,Handmade,Woodworking,Toys,1.3862943611198906,3.58351893845611,2.3978952727983707
392,Home,Artwork,Drawings,1.3862943611198906,5.5909869805108565,2.5649493574615367
393,Home,Artwork,"Lithographs, Etchings & Woodcuts",2.0794415416798357,3.4339872044851463,2.8617925509761903
394,Home,Artwork,Other,1.3862943611198906,5.049856007249537,2.70805020110221
395,Home,Artwork,Paintings,1.3862943611198906,4.127134385045092,2.772588722239781
396,Home,Artwork,Photographs,2.0794415416798357,4.127134385045092,2.9444389791664403
397,Home,Artwork,Posters & Prints,1.3862943611198906,5.707110264748875,2.1972245773362196
398,Home,Bath,Bath Linen Sets,2.0794415416798357,3.58351893845611,2.8903717578961645
399,Home,Bath,Bath Rugs,1.9459101490553132,3.367295829986474,2.772588722239781
400,Home,Bath,Bathroom Accessories,1.3862943611198906,5.351858133476067,2.70805020110221
401,Home,Bath,Bathroom Furniture Sets,1.6094379124341003,2.9444389791664403,2.8314802400679726
402,Home,Bath,Bathroom Shelves,3.044522437723423,3.044522437723423,3.044522437723423
403,Home,Bath,Other,1.6094379124341003,3.8066624897703196,2.70805020110221
404,Home,Bath,Towels,1.3862943611198906,4.406719247264253,2.833213344056216
405,Home,Bedding,Bed Pillows,1.3862943611198906,4.23410650459726,2.9444389791664403
406,Home,Bedding,Bed in a Bag,3.044522437723423,5.198497031265826,3.258096538021482
407,Home,Bedding,Bedspreads & Coverlets,1.6094379124341003,4.90527477843843,3.7376696182833684
408,Home,Bedding,Blankets & Throws,1.3862943611198906,5.393627546352362,3.258096538021482
409,Home,Bedding,Comforters & Sets,1.791759469228055,5.3471075307174685,3.6109179126442243
410,Home,Bedding,"Decorative Pillows, Inserts & Covers",1.3862943611198906,4.406719247264253,2.6390573296152584
411,Home,Bedding,Duvet Covers & Sets,2.5649493574615367,5.375278407684165,3.4657359027997265
412,Home,Bedding,Feather Beds,4.110873864173311,4.189654742026425,4.110873864173311
413,Home,Bedding,Inflatable Beds,2.5649493574615367,4.2626798770413155,3.4339872044851463
414,Home,Bedding,Mattress Pads,2.1972245773362196,4.394449154672439,3.2188758248682006
415,Home,Bedding,Other,1.9459101490553132,4.0943445622221,2.9700856263602153
416,Home,Bedding,Quilts,2.302585092994046,5.484796933490655,3.6109179126442243
417,Home,Bedding,"Shams, Bed Skirts & Bed Frame Draperies",1.6094379124341003,3.4657359027997265,2.70805020110221
418,Home,Bedding,Sheets & Pillowcases,1.6094379124341003,5.5254529391317835,3.091042453358316
419,Home,Cleaning Supplies,Air Fresheners,1.3862943611198906,4.189654742026425,2.70805020110221
420,Home,Cleaning Supplies,Brushes,2.0794415416798357,3.7376696182833684,2.80473589759248
421,Home,Cleaning Supplies,Dusting,1.791759469228055,3.6888794541139363,2.9444389791664403
422,Home,Cleaning Supplies,Gloves,1.3862943611198906,3.258096538021482,2.302585092994046
423,Home,Cleaning Supplies,Household Cleaners,1.3862943611198906,4.867534450455582,3.1354942159291497
424,Home,Cleaning Supplies,Jewelry Boxes & Organizers,2.833213344056216,3.044522437723423,2.93886789088982
425,Home,Cleaning Supplies,Mopping,1.791759469228055,4.276666119016055,3.2188758248682006
426,Home,Cleaning Supplies,Other,1.9459101490553132,4.74493212836325,2.833213344056216
427,Home,Cleaning Supplies,Paper Towels,2.4849066497880004,3.9889840465642745,2.833213344056216
428,Home,Cleaning Supplies,Sponges,2.0794415416798357,2.5649493574615367,2.2499048351651325
429,Home,Cleaning Supplies,Sweeping,2.302585092994046,5.147494476813453,2.858513850703111
430,Home,Cleaning Supplies,Trash Bags,1.9459101490553132,3.828641396489095,3.044522437723423
431,Home,Furniture,Bathroom Furniture,2.833213344056216,2.833213344056216,2.833213344056216
432,Home,Furniture,Bedroom Furniture,2.302585092994046,5.993961427306569,3.331566347995402
433,Home,Furniture,Home Bar Furniture,2.0794415416798357,3.6888794541139363,3.0742341479588235
434,Home,Furniture,Home Entertainment Furniture,2.0794415416798357,4.454347296253507,3.4339872044851463
435,Home,Furniture,Home Office Furniture,2.3978952727983707,4.394449154672439,2.833213344056216
436,Home,Furniture,Living Room Furniture,2.1972245773362196,5.298317366548036,3.4652473829758135
437,Home,Furniture,Other,1.9459101490553132,4.394449154672439,3.131699131295812
438,Home,Furniture,Other Furniture,1.791759469228055,4.2626798770413155,3.2188758248682006
439,Home,Furniture,Replacement Parts,2.5649493574615367,2.5649493574615367,2.5649493574615367
440,Home,Home Appliances,Air Conditioners,2.302585092994046,5.231108616854587,4.882801922586371
441,Home,Home Appliances,Air Purifiers,2.3978952727983707,5.3471075307174685,3.5553480614894135
442,Home,Home Appliances,Dehumidifiers,2.772588722239781,4.61512051684126,3.310036603265178
443,Home,Home Appliances,Dishwashers,1.9459101490553132,1.9459101490553132,1.9459101490553132
444,Home,Home Appliances,Fans,1.6094379124341003,4.564348191467836,2.70805020110221
445,Home,Home Appliances,Freezers & Ice Makers,2.302585092994046,3.4657359027997265,2.884160497896886
446,Home,Home Appliances,Garbage Disposals,4.110873864173311,4.110873864173311,4.110873864173311
447,Home,Home Appliances,Garment Steamers,2.3978952727983707,4.499809670330265,3.091042453358316
448,Home,Home Appliances,Humidifiers,2.0794415416798357,4.51085950651685,3.091042453358316
449,Home,Home Appliances,Irons & Ironing Boards,1.9459101490553132,4.204692619390966,2.772588722239781
450,Home,Home Appliances,Kitchen Appliances,1.3862943611198906,5.902633333401366,3.4011973816621555
451,Home,Home Appliances,Microwaves,2.9444389791664403,5.420534999272286,3.5263605246161616
452,Home,Home Appliances,Refrigerators,2.3978952727983707,4.30406509320417,3.58351893845611
453,Home,Home Appliances,Space Heaters,2.0794415416798357,4.110873864173311,3.044522437723423
454,Home,Home Appliances,Vacuums & Floor Care,1.791759469228055,6.077642243349034,3.7376696182833684
455,Home,Home Appliances,Washers & Dryers,1.9459101490553132,4.189654742026425,2.6390573296152584
456,Home,Home Appliances,Water Coolers & Filters,2.3978952727983707,3.258096538021482,2.92177220851568
457,Home,Home Appliances,"Wine, Beer & Beverage Coolers",1.3862943611198906,5.641907070938114,3.1354942159291497
458,Home,Home Décor,Area Rugs & Pads,1.791759469228055,5.198497031265826,3.1780538303479458
459,Home,Home Décor,Baskets,1.3862943611198906,5.484796933490655,2.8903717578961645
460,Home,Home Décor,Candles & Holders,1.3862943611198906,5.805134968916488,2.9444389791664403
461,Home,Home Décor,Clocks,1.791759469228055,5.049856007249537,2.7403194616709956
462,Home,Home Décor,Decorative Pillows,1.3862943611198906,5.288267030694535,2.772588722239781
463,Home,Home Décor,Doormats,2.5649493574615367,2.5649493574615367,2.5649493574615367
464,Home,Home Décor,Doorstops,2.1972245773362196,2.1972245773362196,2.1972245773362196
465,Home,Home Décor,Draft Stoppers,2.0794415416798357,2.0794415416798357,2.0794415416798357
466,Home,Home Décor,Fireplaces & Accessories,2.3978952727983707,2.4849066497880004,2.3978952727983707
467,Home,Home Décor,Home Décor Accents,1.3862943611198906,6.744059186311348,2.833213344056216
468,Home,Home Décor,Home Fragrance,1.3862943611198906,5.942799375126701,2.8903717578961645
469,Home,Home Décor,Lamps& Accessories,1.3862943611198906,5.755742213586912,2.833213344056216
470,Home,Home Décor,Mirrors,1.791759469228055,5.017279836814924,2.888826161611328
471,Home,Home Décor,Other,1.3862943611198906,4.762173934797756,2.70805020110221
472,Home,Home Décor,Photo Albums & Frames,1.3862943611198906,4.454347296253507,2.3978952727983707
473,Home,Home Décor,Slipcovers,2.9444389791664403,3.9318256327243257,3.4339872044851463
474,Home,Home Décor,Tapestries,1.3862943611198906,4.61512051684126,2.9444389791664403
475,Home,Home Décor,Vases,1.3862943611198906,4.836281906951478,2.772588722239781
476,Home,Home Décor,Window Treatments,1.3862943611198906,5.278114659230517,2.833213344056216
477,Home,Kids' Home Store,Kids' Bath,1.791759469228055,2.70805020110221,2.0126758453675744
478,Home,Kids' Home Store,Kids' Bedding,1.791759469228055,5.135798437050262,3.044522437723423
479,Home,Kids' Home Store,Kids' Flatware,2.3978952727983707,2.9444389791664403,2.833213344056216
480,Home,Kids' Home Store,Kids' Furniture,2.4849066497880004,4.02535169073515,2.995732273553991
481,Home,Kids' Home Store,Kids' Room Décor,1.3862943611198906,4.343805421853684,2.4849066497880004
482,Home,Kids' Home Store,Nursery Bedding,2.4849066497880004,3.258096538021482,2.8715015939047412
483,Home,Kids' Home Store,Nursery Décor,2.302585092994046,3.6109179126442243,2.8262445901343254
484,Home,Kids' Home Store,Other,1.3862943611198906,4.0943445622221,2.772588722239781
485,Home,Kitchen & Dining,Bakeware,1.3862943611198906,5.19295685089021,2.833213344056216
486,Home,Kitchen & Dining,Coffee & Tea Accessories,1.3862943611198906,6.293419278846481,3.1354942159291497
487,Home,Kitchen & Dining,Cookware,1.3862943611198906,5.225746673713202,3.198464827608073
488,Home,Kitchen & Dining,Dining & Entertaining,1.3862943611198906,5.707110264748875,3.367295829986474
489,Home,Kitchen & Dining,Food Service Equipment & Supplies,1.6094379124341003,5.393627546352362,2.772588722239781
490,Home,Kitchen & Dining,Home Brewing & Wine Making,2.3978952727983707,3.7612001156935624,2.7403194616709956
491,Home,Kitchen & Dining,Kitchen & Table Linens,1.3862943611198906,4.634728988229636,2.6390573296152584
492,Home,Kitchen & Dining,Kitchen Knives & Cutlery Accessories,1.3862943611198906,6.042632833682381,2.9444389791664403
493,Home,Kitchen & Dining,Kitchen Utensils & Gadgets,1.3862943611198906,5.707110264748875,2.70805020110221
494,Home,Kitchen & Dining,Other,1.791759469228055,5.831882477283517,2.772588722239781
495,Home,Kitchen & Dining,Small Appliances,1.791759469228055,5.5254529391317835,3.1354942159291497
496,Home,Kitchen & Dining,Storage & Organization,1.3862943611198906,5.220355825078324,2.833213344056216
497,Home,Kitchen & Dining,Water Coolers & Filters,1.791759469228055,4.941642422609304,2.70805020110221
498,Home,Kitchen & Dining,Wine Accessories,1.3862943611198906,4.110873864173311,2.70805020110221
499,Home,Other,Other,1.3862943611198906,5.929589143389895,2.772588722239781
500,Home,Seasonal Décor,Birthday,1.3862943611198906,3.58351893845611,2.4414009612931853
501,Home,Seasonal Décor,Christmas,1.3862943611198906,5.902633333401366,2.70805020110221
502,Home,Seasonal Décor,Day of the Dead,2.3978952727983707,3.4657359027997265,3.1354942159291497
503,Home,Seasonal Décor,Easter,1.3862943611198906,4.248495242049359,2.8903717578961645
504,Home,Seasonal Décor,Halloween,1.3862943611198906,5.598421958998375,2.70805020110221
505,Home,Seasonal Décor,Hanukkah,2.833213344056216,3.091042453358316,3.091042453358316
506,Home,Seasonal Décor,New Year's,2.302585092994046,3.6888794541139363,2.7058230259275198
507,Home,Seasonal Décor,Other,1.3862943611198906,3.7612001156935624,2.70805020110221
508,Home,Seasonal Décor,Patriotic,2.1972245773362196,3.5553480614894135,2.76669474436376
509,Home,Seasonal Décor,St Patrick's,1.3862943611198906,3.4657359027997265,2.4849066497880004
510,Home,Seasonal Décor,Thanksgiving,1.3862943611198906,4.867534450455582,3.4175922930736506
511,Home,Seasonal Décor,Valentine,1.3862943611198906,4.343805421853684,2.302585092994046
512,Home,Storage & Organization,Baskets & Bins,1.791759469228055,4.836281906951478,2.833213344056216
513,Home,Storage & Organization,Bathroom Storage & Organization,1.3862943611198906,3.4011973816621555,2.772588722239781
514,Home,Storage & Organization,Clothing & Closet Storage,1.3862943611198906,4.948759890378168,2.772588722239781
515,Home,Storage & Organization,Garage Storage & Organization,2.302585092994046,3.6635616461296463,2.6390573296152584
516,Home,Storage & Organization,Holiday Décor Storage,1.3862943611198906,3.091042453358316,2.4849066497880004
517,Home,Storage & Organization,Jewelry Boxes & Organizers,1.3862943611198906,4.948759890378168,2.70805020110221
518,Home,Storage & Organization,Kitchen Storage & Organization,1.791759469228055,4.709530201312334,2.6390573296152584
519,Home,Storage & Organization,Laundry Storage & Organization,1.6094379124341003,3.912023005428146,2.6735537653587342
520,Home,Storage & Organization,Other,1.6094379124341003,4.836281906951478,2.70805020110221
521,Home,Storage & Organization,"Racks, Shelves & Drawers",1.3862943611198906,4.394449154672439,2.9444389791664403
522,Home,Storage & Organization,Storage Cabinets,2.0794415416798357,2.3978952727983707,2.302585092994046
523,Home,Storage & Organization,Trash & Recycling,1.9459101490553132,3.332204510175204,2.6390573296152584
524,Kids,Bathing & Skin Care,Bathing Tubs & Seats,1.791759469228055,3.6888794541139363,2.9444389791664403
525,Kids,Bathing & Skin Care,Bathroom Safety,1.9459101490553132,2.833213344056216,2.381086967398878
526,Kids,Bathing & Skin Care,Bubble Bath,1.6094379124341003,3.7612001156935624,2.772588722239781
527,Kids,Bathing & Skin Care,Conditioners,2.833213344056216,3.2188758248682006,3.026044584462208
528,Kids,Bathing & Skin Care,Grooming & Healthcare Kits,1.9459101490553132,3.295836866004329,2.5649493574615367
529,Kids,Bathing & Skin Care,Non-Slip Bath Mats,2.70805020110221,2.70805020110221,2.70805020110221
530,Kids,Bathing & Skin Care,Other,1.3862943611198906,3.044522437723423,2.302585092994046
531,Kids,Bathing & Skin Care,Shampoo,1.791759469228055,3.5553480614894135,2.70805020110221
532,Kids,Bathing & Skin Care,Skin Care,1.3862943611198906,4.574710978503383,2.833213344056216
533,Kids,Bathing & Skin Care,Soaps & Cleansers,1.3862943611198906,3.8918202981106265,2.70805020110221
534,Kids,Bathing & Skin Care,Travel Bathing Kits,1.6094379124341003,2.4849066497880004,2.4849066497880004
535,Kids,Bathing & Skin Care,Washcloths & Towels,1.3862943611198906,4.276666119016055,2.3978952727983707
536,Kids,Boys (4+),Accessories,1.3862943611198906,3.9512437185814275,2.3978952727983707
537,Kids,Boys (4+),Bottoms,1.3862943611198906,5.204006687076795,2.70805020110221
538,Kids,Boys (4+),Coats & Jackets,1.3862943611198906,5.111987788356544,2.9444389791664403
539,Kids,Boys (4+),Other,1.3862943611198906,5.017279836814924,2.70805020110221
540,Kids,Boys (4+),Shoes,1.6094379124341003,5.905361848054571,3.58351893845611
541,Kids,Boys (4+),Swimwear,1.3862943611198906,3.8066624897703196,2.5249280036247685
542,Kids,Boys (4+),Top & T-shirts,1.3862943611198906,5.135798437050262,2.5649493574615367
543,Kids,Boys 0-24 Mos,Accessories,1.3862943611198906,4.330733340286331,2.3978952727983707
544,Kids,Boys 0-24 Mos,Bottoms,1.3862943611198906,4.61512051684126,2.5649493574615367
545,Kids,Boys 0-24 Mos,Coats & Jackets,1.3862943611198906,5.056245805348308,2.70805020110221
546,Kids,Boys 0-24 Mos,One-Pieces,1.3862943611198906,5.707110264748875,2.5649493574615367
547,Kids,Boys 0-24 Mos,Other,1.3862943611198906,5.564520407322694,2.772588722239781
548,Kids,Boys 0-24 Mos,Shoes,1.3862943611198906,5.480638923341991,2.9444389791664403
549,Kids,Boys 0-24 Mos,Swimwear,1.3862943611198906,3.713572066704308,2.3978952727983707
550,Kids,Boys 0-24 Mos,Tops & T-Shirts,1.3862943611198906,5.420534999272286,2.5649493574615367
551,Kids,Boys 2T-5T,Accessories,1.3862943611198906,4.836281906951478,2.3978952727983707
552,Kids,Boys 2T-5T,Bottoms,1.3862943611198906,4.7535901911063645,2.6390573296152584
553,Kids,Boys 2T-5T,Coats & Jackets,1.791759469228055,5.198497031265826,2.70805020110221
554,Kids,Boys 2T-5T,One-Pieces,1.3862943611198906,4.804021044733257,2.6390573296152584
555,Kids,Boys 2T-5T,Other,1.3862943611198906,5.170483995038151,2.70805020110221
556,Kids,Boys 2T-5T,Shoes,1.3862943611198906,5.44673737166631,2.9444389791664403
557,Kids,Boys 2T-5T,Swimwear,1.3862943611198906,3.367295829986474,2.3978952727983707
558,Kids,Boys 2T-5T,Tops & T-Shirts,1.3862943611198906,5.272999558563747,2.5649493574615367
559,Kids,Car Seats & Accessories,Accessories,1.3862943611198906,4.836281906951478,2.5649493574615367
560,Kids,Car Seats & Accessories,Car Seats,1.3862943611198906,6.478509642208569,3.4657359027997265
561,Kids,Car Seats & Accessories,Other,1.9459101490553132,4.948759890378168,3.044522437723423
562,Kids,Diapering,Changing Kits,2.833213344056216,3.4339872044851463,3.2188758248682006
563,Kids,Diapering,Changing Pads & Covers,1.3862943611198906,3.713572066704308,2.4849066497880004
564,Kids,Diapering,Cloth Diapers,1.3862943611198906,5.337538079701318,2.995732273553991
565,Kids,Diapering,Diaper Bags,1.3862943611198906,6.697034247666484,3.4657359027997265
566,Kids,Diapering,Diaper Pails & Refills,1.6094379124341003,3.8066624897703196,2.8903717578961645
567,Kids,Diapering,Diaper Stackers & Caddies,2.0794415416798357,3.367295829986474,2.2386684072391034
568,Kids,Diapering,Disposable Diapers,1.3862943611198906,4.624972813284271,3.1780538303479458
569,Kids,Diapering,Other,2.0794415416798357,3.828641396489095,2.5649493574615367
570,Kids,Diapering,Powders & Lotions,1.9459101490553132,3.044522437723423,2.3978952727983707
571,Kids,Diapering,Washcloths & Towels,1.6094379124341003,1.6094379124341003,1.6094379124341003
572,Kids,Diapering,Wipes & Holders,1.3862943611198906,3.9889840465642745,2.833213344056216
573,Kids,Feeding,Bottle-Feeding,1.3862943611198906,5.950642552587727,2.5649493574615367
574,Kids,Feeding,Breastfeeding,1.3862943611198906,5.170483995038151,2.772588722239781
575,Kids,Feeding,Gift Sets,1.3862943611198906,4.110873864173311,2.770631772579213
576,Kids,Feeding,Highchairs & Booster Seats,1.9459101490553132,4.2626798770413155,3.2188758248682006
577,Kids,Feeding,Other,1.3862943611198906,5.484796933490655,2.5649493574615367
578,Kids,Feeding,Pacifiers & Accessories,1.3862943611198906,4.867534450455582,2.3978952727983707
579,Kids,Feeding,Pillows & Stools,2.1972245773362196,3.044522437723423,2.70805020110221
580,Kids,Feeding,Storage & Containers,1.3862943611198906,4.867534450455582,2.5649493574615367
581,Kids,Gear,Activity Centers & Entertainers,1.791759469228055,4.04305126783455,2.5649493574615367
582,Kids,Gear,Baby Gyms & Playmats,1.3862943611198906,4.875197323201151,2.9444389791664403
583,Kids,Gear,Baby Seats,1.791759469228055,5.278114659230517,3.113268334643733
584,Kids,Gear,Backpacks & Carriers,1.3862943611198906,5.905361848054571,2.995732273553991
585,Kids,Gear,Bicycle Child Seats & Trailers,2.4849066497880004,3.4339872044851463,2.9594469271365735
586,Kids,Gear,Harnesses & Leashes,2.3978952727983707,3.9512437185814275,2.5649493574615367
587,Kids,Gear,Other,1.9459101490553132,4.867534450455582,2.8029010331479984
588,Kids,Gear,Playard Bedding,4.007333185232471,4.007333185232471,4.007333185232471
589,Kids,Gear,Playards,1.9459101490553132,4.836281906951478,3.6888794541139363
590,Kids,Gear,Shopping Cart Covers,1.791759469228055,4.276666119016055,2.6390573296152584
591,Kids,Gear,"Swings, Jumpers & Bouncers",1.791759469228055,5.5053315359323625,3.5408542930527878
592,Kids,Gear,Travel Beds,2.5649493574615367,4.875197323201151,3.2188758248682006
593,Kids,Gear,Walkers,2.1972245773362196,4.110873864173311,3.198464827608073
594,Kids,Girls (4+),Accessories,1.3862943611198906,4.836281906951478,2.3978952727983707
595,Kids,Girls (4+),Coats & Jackets,1.3862943611198906,5.10594547390058,2.8903717578961645
596,Kids,Girls (4+),Dresses,1.3862943611198906,5.075173815233827,2.70805020110221
597,Kids,Girls (4+),Jeans,1.3862943611198906,4.948759890378168,2.70805020110221
598,Kids,Girls (4+),Other,1.3862943611198906,5.424950017481403,2.70805020110221
599,Kids,Girls (4+),Shoes,1.3862943611198906,5.877735781779639,3.044522437723423
600,Kids,Girls (4+),Swimwear,1.3862943611198906,4.962844630259907,2.4849066497880004
601,Kids,Girls (4+),Tops & T-Shirts,1.3862943611198906,5.442417710521793,2.5649493574615367
602,Kids,Girls 0-24 Mos,Accessories,1.3862943611198906,5.351858133476067,2.3978952727983707
603,Kids,Girls 0-24 Mos,Bottoms,1.3862943611198906,4.61512051684126,2.3978952727983707
604,Kids,Girls 0-24 Mos,Coats & Jackets,1.3862943611198906,4.74493212836325,2.6390573296152584
605,Kids,Girls 0-24 Mos,Dresses,1.3862943611198906,4.919980925828125,2.5649493574615367
606,Kids,Girls 0-24 Mos,One-Pieces,1.3862943611198906,4.983606621708336,2.5649493574615367
607,Kids,Girls 0-24 Mos,Other,1.3862943611198906,5.135798437050262,2.772588722239781
608,Kids,Girls 0-24 Mos,Shoes,1.3862943611198906,5.707110264748875,2.70805020110221
609,Kids,Girls 0-24 Mos,Swimwear,1.3862943611198906,4.007333185232471,2.3978952727983707
610,Kids,Girls 0-24 Mos,Tops & T-Shirts,1.3862943611198906,5.303304908059076,2.5649493574615367
611,Kids,Girls 2T-5T,Accessories,1.3862943611198906,4.204692619390966,2.3978952727983707
