,index,brand_name,med,logmedian,std,count,brand_group
908,2330,Latique,29.0,3.4011973816621555,0.0,1,0
909,1843,Honey Punch,29.0,3.4011973816621555,21.55347723575899,15,3
910,606,Bolle,29.0,3.4011973816621555,10.115993936995679,3,3
911,3134,Pet Gear,28.5,3.377302049743981,33.98406489322115,4,3
912,1582,G.H. Bass & Co.,28.5,3.380786384402028,15.845083359410474,6,3
913,1965,It Figures,28.5,3.383095857330175,2.1213203435596424,2,3
914,3520,SL Fashions,28.5,3.380786384402028,11.4418821295566,4,3
915,484,Bebe Stores,28.5,3.2668944189666718,19.091883092036785,2,3
916,4143,UPPAbaby,28.5,3.380786384402028,83.84821686141728,38,3
917,3714,Smith Optics,28.5,3.384246605824315,19.594095320493146,8,3
918,3109,Pediasure,28.5,3.377302049743981,10.28429222973884,6,3
919,1860,Howard Miller,28.5,3.341054298724904,12.020815280171307,2,3
920,1728,Guidecraft,28.0,3.367295829986474,0.0,1,0
921,1463,Fellowes,28.0,3.367295829986474,0.0,1,0
922,1334,Eliza J,28.0,3.3277201751838237,26.23483689041475,10,3
923,1467,Ferasali,28.0,3.367295829986474,10.07573755437652,43,3
924,2002,JVC,28.0,3.3649120352447377,20.37208003669839,22,3
925,968,Cole Haan,28.0,3.367295829986474,30.193104590279066,234,3
926,2598,Marmot,28.0,3.367295829986474,13.658204812655777,39,3
927,2758,Mopas,28.0,3.367295829986474,4.844240566555987,6,3
928,2193,Keekaroo,28.0,3.3619162204106043,4.242640687119285,2,3
929,236,Anna Kostrova,28.0,3.367295829986474,0.0,1,0
930,1406,Everly Grey,28.0,3.3277201751838237,11.313708498984761,2,3
931,2259,Kork-Ease,28.0,3.367295829986474,16.403955120328256,13,3
932,180,Alpine,28.0,3.337280695907213,59.71934359987558,6,3
933,157,Alife,28.0,3.3649120352447377,13.366625103842281,4,3
934,1681,Godinger,28.0,3.367295829986474,10.06408039940631,7,3
935,2056,Jo Malone,28.0,3.367295829986474,42.358421116586456,118,3
936,3095,Patrizia Pepe,28.0,3.3649120352447377,2.8284271247461903,2,3
937,3193,Playhut,28.0,3.3619162204106043,4.242640687119285,2,3
938,369,BEARPAW,28.0,3.367295829986474,12.530689598668618,11,3
939,3243,Prestige,28.0,3.367295829986474,10.598742063723098,3,3
940,865,Charles River Apparel,28.0,3.367295829986474,11.171392035015154,5,3
941,3117,Penn Fishing,28.0,3.3649120352447377,19.69363566521646,8,3
942,412,Badger Basket,28.0,3.3576916931673404,5.656854249492381,2,3
943,741,CHI,28.0,3.367295829986474,13.928199983711373,124,3
944,759,California Scents,28.0,3.367295829986474,0.0,1,0
945,3481,Rothco,28.0,3.3619162204106043,27.160577491963785,12,3
946,3900,TAVIK swimwear,28.0,3.367295829986474,0.0,1,0
947,2269,Kryolan,27.5,3.3460418712533144,16.67333200053307,6,3
948,38,ABS by Allen Schwartz,27.5,3.3460418712533144,12.203141671990318,4,3
949,1191,Diane von Furstenberg,27.5,3.3485171238332425,19.40785649207612,48,3
950,1052,Creed,27.5,3.3460418712533144,63.00815930122177,22,3
951,3563,Sanyo,27.5,3.3485171238332425,245.69867909512845,12,3
952,2658,Melt Cosmetics,27.5,3.3460418712533144,22.30911088706649,8,3
953,2988,Onitsuka Tiger,27.5,3.2430803944720443,25.331140255951105,4,3
954,268,Arc'teryx,27.5,3.349750170080839,44.66246668888688,22,3
955,1675,Globe,27.5,3.3460418712533144,10.210288928331067,4,3
956,2714,Mirro,27.5,3.3485171238332425,5.123475382979799,4,3
957,2763,Moschino,27.5,3.3485171238332425,32.05576901345568,54,3
958,2506,MATRIX,27.0,3.329646959841819,9.68331899023608,6,3
959,1597,Gabriel,27.0,3.332204510175204,0.0,1,0
960,872,Charmin,27.0,3.332204510175204,14.79190346653416,50,3
961,3101,Peaches,27.0,3.2483874950929312,15.556349186104045,2,3
962,628,Bosch,27.0,3.326431514676673,53.98996820397903,4,3
963,1857,Hourglass Cosmetics,27.0,3.332204510175204,12.89735988465251,163,3
964,3902,TEHAMA,27.0,3.332204510175204,0.0,1,0
965,2688,Midland,27.0,3.332204510175204,0.0,1,0
966,1551,Free People,27.0,3.332204510175204,36.15445590166014,2869,3
967,1350,Emerald Sundae,27.0,3.210811133903259,18.384776310850235,2,3
968,1028,Cotton Heritage,27.0,3.332204510175204,0.0,2,0
969,1243,Downy,27.0,3.332204510175204,21.967164794618444,80,3
970,2092,Jones Sport,27.0,3.332204510175204,0.0,1,0
971,10,47,27.0,3.332204510175204,0.0,1,0
972,4305,West Coast Choppers,27.0,3.332204510175204,0.0,1,0
973,1642,Gianfranco Ferre,27.0,3.332204510175204,0.0,1,0
974,3454,Rock & Roll Cowgirl,27.0,3.331566347995402,6.530149856079655,14,3
975,1657,Giorgio Armani,27.0,3.332204510175204,33.38064936678658,67,3
976,357,BAD BOY,27.0,3.332204510175204,0.0,1,0
977,3469,Rollerblade,27.0,3.329646959841819,12.776117041834999,16,3
978,3401,Retro Chic,27.0,3.332204510175204,0.0,1,0
979,3208,Polar,27.0,3.331566347995402,22.687891005843404,38,3
980,3599,Seafolly,27.0,3.326431514676673,16.54215394508397,8,3
981,669,Brighton Collectibles,27.0,3.332204510175204,0.0,1,0
982,3446,Robert Talbott,27.0,3.332204510175204,0.0,1,0
983,1265,Drunk Elephant,26.5,3.312696184003978,28.82449867973303,30,3
984,2270,Kryptonics,26.5,3.310036603265178,12.33963802818651,6,3
985,285,Armani Exchange,26.5,3.263978958811275,21.814368353602784,6,3
986,4290,Waterford,26.5,3.3140206880897667,12.598558814821889,20,3
987,1115,Dakine,26.5,3.310036603265178,9.884150371753181,8,3
988,3444,Robert Graham,26.5,3.312696184003978,12.971121771072847,16,3
989,1690,Good Technology,26.5,3.3140206880897667,52.712833894060914,14,3
990,3212,Polk Audio,26.5,3.0546237913821828,25.289984842489197,4,3
991,3461,Rocktape,26.0,3.295836866004329,0.0,1,0
992,3526,Sabo Skirt,26.0,3.295836866004329,13.181943573071322,11,3
993,3855,Sugarpill,26.0,3.295836866004329,12.278372919831096,56,3
994,1975,J Brand,26.0,3.295836866004329,17.16874386103322,37,3
995,3458,Rockport,26.0,3.295836866004329,10.009610766273964,13,3
996,1659,Giovanni Navarre,26.0,3.295836866004329,0.0,1,0
997,3468,Roller Derby,26.0,3.295836866004329,13.116883455262814,19,3
998,2572,Mamia,26.0,3.295836866004329,9.81561187899867,31,3
999,739,CCM,26.0,3.295836866004329,15.999546437693201,53,3
1000,3227,Pottery Barn,26.0,3.295836866004329,27.452521505682668,217,3
1001,3553,Sanctuary,26.0,3.295836866004329,18.92796494985283,8,3
1002,2477,Lulu's,26.0,3.295836866004329,12.217847577155506,129,3
1003,2210,Keranique,26.0,3.295836866004329,18.204516246379793,17,3
1004,3644,Shenanigans,26.0,3.295836866004329,0.0,1,0
1005,3276,Publish,26.0,3.295836866004329,0.0,1,0
1006,1391,Estes,26.0,3.295836866004329,0.0,1,0
1007,2470,Lugz,26.0,3.295836866004329,0.0,1,0
1008,3172,Pinkblush,26.0,3.295836866004329,12.864321058746981,35,3
1009,3058,Pampers Baby Dry,26.0,3.295836866004329,11.223096486123698,20,3
1010,1221,Dolce & Gabbana,26.0,3.295836866004329,22.662792959804303,250,3
1011,1588,GBX,26.0,3.295836866004329,6.928203230275509,3,3
1012,1138,David's Bridal,26.0,3.295836866004329,50.84283485022013,217,3
1013,3053,Palladium Boots,26.0,3.295836866004329,0.0,1,0
1014,1055,CritterWare,26.0,3.295836866004329,11.718930554164631,3,3
1015,2492,M,26.0,3.295836866004329,48.615503627777585,76,3
1016,2514,MICHI by Michelle Watson,26.0,3.295836866004329,26.27736668694183,9,3
1017,2709,Mini Melissa,26.0,3.295836866004329,20.627147513880512,145,3
1018,3799,Stacy Adams,26.0,3.295836866004329,10.965922760456785,19,3
1019,257,Apple Bottoms,26.0,3.295836866004329,89.74604046227402,23,3
1020,593,Blunt Power,26.0,3.295836866004329,0.0,1,0
1021,4455,b. makowsky,26.0,3.295836866004329,15.553287816560262,7,3
1022,4274,Wahl,26.0,3.295836866004329,14.143028407142953,45,3
1023,3114,Pendleton,26.0,3.295836866004329,20.304038225288295,36,3
1024,4109,Trouve,26.0,3.295836866004329,14.047538337136986,3,3
1025,3257,Pringle of Scotland,26.0,3.295836866004329,0.0,1,0
1026,1402,Ever-Pretty,26.0,3.295836866004329,13.051181300301263,3,3
1027,1865,Hudson Jeans,26.0,3.295836866004329,16.63971759872888,183,3
1028,811,Caruso,26.0,3.295836866004329,4.58257569495584,3,3
1029,4123,Turtle Beach,26.0,3.295836866004329,24.752370429864552,23,3
1030,1803,Heirloom Collectibles,26.0,3.295836866004329,0.0,1,0
1031,2174,Kasper,26.0,3.295836866004329,15.521720572275791,15,3
1032,4250,Vitamin A,26.0,3.295150524098343,14.950287994253195,10,3
1033,2694,Mikasa,26.0,3.295836866004329,21.331155191835766,11,3
1034,2007,Jack Spade,26.0,3.295836866004329,0.0,1,0
1035,2602,Marucci,26.0,3.2220656283502205,14.142135623730951,2,3
1036,1759,Hamilton Collection,26.0,3.2220656283502205,14.142135623730951,2,3
1037,540,Big Star,26.0,3.295836866004329,18.243647341107078,271,3
1038,2595,Marineland,26.0,3.295836866004329,24.933912649241396,5,3
1039,4238,Vince Camuto,26.0,3.295836866004329,21.142138611173564,359,3
1040,1782,HarperCollins Publishers,26.0,3.295836866004329,0.0,1,0
1041,1342,Elliott Lucca,26.0,3.295836866004329,0.0,1,0
1042,122,Air Hogs,26.0,3.295836866004329,13.639200041709842,9,3
1043,4360,WowWee,26.0,3.295836866004329,17.365064196410405,12,3
1044,997,Concept One,26.0,3.295836866004329,0.0,1,0
1045,2083,Johnston & Murphy,26.0,3.295836866004329,14.698939537579292,17,3
1046,3904,TETON Sports,26.0,3.295836866004329,0.0,1,0
1047,2231,Kingston,26.0,3.295836866004329,20.352839979671025,7,3
1048,4371,Xelement,26.0,3.295836866004329,0.0,1,0
1049,1794,Hawke & Co,26.0,3.295836866004329,4.301162633521313,5,3
1050,2304,La Sportiv,26.0,3.295836866004329,19.75685535031659,3,3
1051,3343,Rasco FR,26.0,3.295836866004329,0.0,1,0
1052,1476,Field Gear,26.0,3.295836866004329,0.0,1,0
1053,954,Club Monaco,26.0,3.295836866004329,23.56768757082242,13,3
1054,2085,Joie,26.0,3.295836866004329,15.987024308374561,31,3
1055,569,Blank NYC,26.0,3.295836866004329,7.211102550927978,3,3
1056,1331,Elie Tahari,26.0,3.2930858274273374,17.056767962698363,10,3
1057,917,Cinch,26.0,3.295836866004329,17.66433048345086,21,3
1058,2860,Netgear,26.0,3.295836866004329,30.961795057208114,80,3
1059,1486,Fiore,26.0,3.295836866004329,16.596823354321316,11,3
1060,2344,Le Creuset,26.0,3.295836866004329,30.213181951531748,45,3
1061,3430,Rio Grande Games,26.0,3.295836866004329,0.0,1,0
1062,2310,Lafayette 148 New York,26.0,3.295836866004329,0.0,1,0
1063,3447,Roberta,26.0,3.295836866004329,0.0,1,0
1064,2316,Lambs & Ivy,26.0,3.295836866004329,27.628487713469468,7,3
1065,4393,Yeti,26.0,3.295836866004329,30.18211445471372,699,3
1066,359,BB Dakota,26.0,3.2930858274273374,15.943922646414174,32,3
1067,877,Cheap Monday,26.0,3.295836866004329,0.0,1,0
1068,3988,The Peanut Shell,26.0,3.295836866004329,0.0,1,0
1069,2280,L*SPACE,26.0,3.295836866004329,13.262260973814612,28,3
1070,2772,Motor Trend,26.0,3.295836866004329,0.0,1,0
1071,4052,TomTom,26.0,3.295836866004329,12.843794384339548,29,3
1072,3304,Quinny,26.0,3.295836866004329,82.63292322071148,5,3
1073,3594,Scott®,26.0,3.295836866004329,0.0,1,0
1074,632,Bostonian,26.0,3.295836866004329,4.8452234702013985,7,3
1075,4378,Y- by Yohji Yamamoto,26.0,3.295836866004329,0.0,1,0
1076,546,Billionaire Boys Club,26.0,3.295150524098343,25.280739496179383,20,3
1077,3410,Revlon Group,26.0,3.295836866004329,0.0,1,0
1078,63,ASICS,26.0,3.295836866004329,19.544812109843278,448,3
1079,2110,Journee Collection,26.0,3.295836866004329,6.597558470963162,9,3
1080,2087,Jolyn Clothing,26.0,3.295836866004329,35.04231417438319,71,3
1081,3593,Scott Paper,26.0,3.295836866004329,8.805922271613634,53,3
1082,152,Alia,26.0,3.295836866004329,0.0,1,0
1083,2103,Joseph Ribkoff,26.0,3.295836866004329,20.098566639250198,7,3
1084,1009,Cooler Master,26.0,3.295836866004329,8.18535277187245,3,3
1085,1877,Hugo Boss,25.5,3.208366141256163,15.121728296285006,4,3
1086,1351,Emerica,25.5,3.268345798795653,9.03234926989282,4,3
1087,1658,Giorgio Brutini,25.5,3.262514828921731,6.363961030678928,2,3
1088,3358,Rebecca Taylor,25.5,3.255129170261575,17.060676031935742,6,3
1089,2864,New Bright,25.5,3.2769667020129054,8.328665359267754,6,3
1090,679,Brooks,25.5,3.2769667020129054,19.094374959822822,152,3
1091,349,B Darlin,25.5,3.262514828921731,14.7648230602334,4,3
1092,286,Armani Jeans,25.5,3.275540167521702,24.696731998962363,8,3
1093,3255,Prince,25.5,3.268345798795653,15.373136743466942,12,3
1094,1069,Cuisinart,25.5,3.2769667020129054,16.78147362846473,56,3
1095,1872,Huggies Little Snugglers,25.5,3.2769667020129054,11.696213850632018,48,3
1096,106,Advantage,25.0,3.258096538021482,11.591047448456974,15,3
1097,4205,Veet,25.0,3.258096538021482,0.0,1,0
1098,195,Amazon,25.0,3.258096538021482,35.6838031355074,266,3
1099,772,Candle-Lite,25.0,3.258096538021482,0.0,1,0
1100,3817,Stella & Dot,25.0,3.258096538021482,20.837839481098978,233,3
1101,206,American Girl ®,25.0,3.258096538021482,36.88869223554757,1528,3
1102,2184,Katia,25.0,3.258096538021482,0.0,1,0
1103,3667,Silver,25.0,3.258096538021482,23.61073838250229,37,3
1104,4228,Victoria Beckham,25.0,3.258096538021482,9.572862992979317,17,3
1105,1876,Huggies Snug & Dry,25.0,3.258096538021482,12.177693200625436,103,3
1106,2189,Kay Unger,25.0,3.258096538021482,0.0,1,0
1107,1349,Emachines,25.0,3.258096538021482,0.0,1,0
1108,4187,VANS,25.0,3.258096538021482,15.678795419089987,3700,3
1109,527,Bettie Page,25.0,3.239254821104285,12.875040453010882,6,3
1110,526,Better Shea Butter,25.0,3.258096538021482,0.0,1,0
1111,4301,Wellness,25.0,3.258096538021482,0.0,1,0
1112,2430,Lola,25.0,3.258096538021482,23.224764007032363,42,3
1113,3772,Sperry Top-Sider,25.0,3.258096538021482,12.116052623100538,195,3
1114,3771,Sperry,25.0,3.258096538021482,16.60324721247334,555,3
1115,2408,Little Pim,25.0,3.258096538021482,0.0,1,0
1116,1253,Dragon,25.0,3.258096538021482,0.0,1,0
1117,3738,Somedays Lovin,25.0,3.258096538021482,0.0,2,0
1118,1371,Enzo Angiolini,25.0,3.258096538021482,9.970866653314635,11,3
1119,1197,Dior,25.0,3.258096538021482,73.03213202209221,13,3
1120,4315,Whirlpool,25.0,3.257356345436265,7.483314773547883,4,3
1121,2542,Madewell,25.0,3.258096538021482,41.311948733796115,311,3
1122,486,Becca Cosmetics,25.0,3.258096538021482,10.544374022644103,17,3
1123,1347,Elwood,25.0,3.258096538021482,7.694153624668538,6,3
1124,697,Buffalo Jeans,25.0,3.258096538021482,13.886615686987787,15,3
1125,154,Alice & You,25.0,3.258096538021482,0.0,1,0
1126,4462,bumGenius,25.0,3.258096538021482,34.01984328622492,92,3
1127,677,Brockum,25.0,3.258096538021482,0.0,1,0
1128,116,Agfa,25.0,3.258096538021482,0.0,1,0
1129,3693,SkinCeuticals,25.0,3.258096538021482,0.0,1,0
1130,2348,Leachco,25.0,3.257356345436265,11.059937713306628,10,3
1131,2242,Klipsch,25.0,3.258096538021482,19.01841213140571,5,3
1132,1384,Especially For Kids,25.0,3.258096538021482,0.0,1,0
1133,3690,Skin Inc.,25.0,3.258096538021482,0.0,1,0
1134,4478,gDiapers,25.0,3.258096538021482,27.850074805405225,25,3
1135,508,Bench,25.0,3.258096538021482,61.193082996311,14,3
1136,3093,Patra,25.0,3.251395022957812,4.242640687119285,2,3
1137,3993,Theory,25.0,3.258096538021482,28.458036623858092,33,3
1138,1100,DIESEL,25.0,3.258096538021482,29.33051008428956,123,3
1139,1527,Foreo,25.0,3.258096538021482,33.13131182928638,17,3
1140,1930,Infinity Raine,25.0,3.258096538021482,13.087616829878321,15,3
1141,4501,metrostyle,25.0,3.258096538021482,0.0,1,0
1142,2078,John Varvatos Star USA,25.0,3.0557336697513393,21.213203435596427,2,3
1143,2100,Josef Seibel,25.0,3.258096538021482,0.0,1,0
1144,2882,Night Moves,25.0,3.258096538021482,0.0,1,0
1145,2655,Melissa McCarthy,25.0,3.258096538021482,0.0,1,0
1146,2102,Joseph Abboud,25.0,3.258096538021482,5.958187643906492,5,3
1147,1030,Cottonelle,25.0,3.258096538021482,10.933597008466316,37,3
1148,283,Armani,25.0,3.258096538021482,65.88474785563044,5,3
1149,2863,New Balance,25.0,3.258096538021482,19.71487961854072,712,3
1150,2755,Moose Mountain,25.0,3.258096538021482,0.0,1,0
1151,2750,Monster Cable,25.0,3.258096538021482,31.26762706321831,22,3
1152,379,BOGS,25.0,3.258096538021482,10.503967504392488,3,3
1153,2779,Mountain Hardwear,25.0,3.257356345436265,29.55951828037362,32,3
1154,1080,Customized & Personalized,25.0,3.258096538021482,33.971084330723095,1539,3
1155,1414,ExerSaucer,25.0,3.257356345436265,10.893423092245461,4,3
1156,1898,ISIS,25.0,3.258096538021482,2.886751345948128,3,3
1157,2686,Microsoft,25.0,3.258096538021482,126.39550842300743,680,3
1158,2691,Midwest,25.0,3.258096538021482,0.0,1,0
1159,2081,Johnson,25.0,3.239254821104285,7.0710678118654755,2,3
1160,4096,Trevco,25.0,3.258096538021482,0.0,1,0
1161,1795,Hayabusa,25.0,3.258096538021482,0.0,1,0
1162,16,7 For All Mankind®,25.0,3.258096538021482,18.927983711544417,315,3
1163,4001,Thor,25.0,3.258096538021482,21.77919496522618,3,3
1164,3060,Pampers Cruisers,25.0,3.258096538021482,8.231038816577165,9,3
1165,2812,NECA,25.0,3.258096538021482,47.8737924129685,46,3
1166,2976,Olympus,25.0,3.258096538021482,38.792012026244976,29,3
1167,1631,Georgio Armani,25.0,3.258096538021482,55.717564635752936,303,3
1168,2793,Mural,25.0,3.257356345436265,1.4142135623730951,2,3
1169,3175,Pinnacle Systems,25.0,3.258096538021482,0.0,1,0
1170,2943,OXO,25.0,3.258096538021482,17.543014363021435,17,3
1171,2180,Kate Somerville,25.0,3.258096538021482,13.948598703708607,24,3
1172,655,Breckenridge,25.0,3.258096538021482,0.0,1,0
1173,941,Classiques Entier,25.0,3.257356345436265,1.4142135623730951,2,3
1174,3150,Philips,25.0,3.258096538021482,39.605373712557174,109,3
1175,1743,HTC,25.0,3.258096538021482,56.4301603732025,154,3
1176,3503,Rumparooz,25.0,3.258096538021482,53.66258218975982,11,3
1177,887,Chic,25.0,3.258096538021482,7.810249675906654,3,3
1178,4026,Tigerlily,25.0,3.258096538021482,0.0,1,0
1179,4152,Ujena,25.0,3.258096538021482,0.0,1,0
1180,339,Avery,25.0,3.258096538021482,33.782546141265605,77,3
1181,956,CoCaLo,25.0,3.257356345436265,20.94850518010881,18,3
1182,538,Big Buddha,25.0,3.258096538021482,9.704105815049095,37,3
1183,921,Circulon,25.0,3.258096538021482,0.0,1,0
1184,2904,Nook,25.0,3.257356345436265,12.448604015530572,32,3
1185,3568,Saucony,25.0,3.258096538021482,17.104057322565446,117,3
1186,3291,Purina One,24.5,3.179786934336189,12.020815280171307,2,3
1187,1554,French Connection,24.5,3.2384861814448413,42.47478018626651,34,3
1188,4126,Twelfth Street by Cynthia Vincent,24.5,3.214859739019569,7.7781745930520225,2,3
1189,3145,Peugeot,24.5,3.2384861814448413,0.7071067811865476,2,3
1190,4218,Vertigo,24.5,3.214859739019569,64.3188671127428,4,3
1191,1448,Farsali,24.5,3.2384861814448413,25.378398649850176,98,3
1192,2019,Jambu,24.5,3.2384861814448413,33.68764080278022,8,3
1193,1663,Givenchy,24.5,3.2384861814448413,107.641902866828,184,3
1194,3104,Pearhead,24.5,3.0433873634561532,20.506096654409877,2,3
1195,1619,Genetic Denim,24.5,3.2384861814448413,0.7071067811865476,2,3
1196,353,B. Darlin,24.5,3.2384861814448413,23.33439191737908,26,3
1197,3018,OutBrook,24.5,3.236945348176137,2.1213203435596424,2,3
1198,4221,Via Spiga,24.5,3.233849363052177,15.064168303184436,16,3
1199,1441,Famous Catalog,24.0,3.2188758248682006,0.0,1,0
1200,2381,Lily Rose,24.0,3.2188758248682006,8.326663997864532,3,3
1201,4322,White Mark,24.0,3.2188758248682006,33.45145736735546,3,3
1202,2829,Naked & Famous,24.0,3.2188758248682006,0.0,1,0
1203,2998,Optimum,24.0,3.2188758248682006,18.68005472273688,9,3
1204,1246,Dr. Dennis Gross Skincare,24.0,3.2188758248682006,0.0,1,0
1205,2827,Nabisco Variety,24.0,3.2188758248682006,0.0,1,0
1206,2390,Linksys,24.0,3.2188758248682006,22.889382025817333,15,3
1207,132,Alan Flusser,24.0,3.2188758248682006,0.0,1,0
1208,704,Bumble Collection,24.0,3.2188758248682006,7.505553499465135,3,3
1209,2394,LipSense,24.0,3.2188758248682006,23.545238880446973,137,3
1210,1667,Glide Bikes,24.0,3.2188758248682006,0.0,1,0
1211,3615,SeneGence,24.0,3.2188758248682006,29.38076335819326,3257,3
1212,1134,David Carey,24.0,3.2188758248682006,0.0,1,0
1213,899,Chocolove,24.0,3.2188758248682006,0.0,1,0
1214,2837,Nasty Gal,24.0,3.2188758248682006,23.10995546531574,309,3
1215,2282,L.A. Gear,24.0,3.2188758248682006,0.0,1,0
1216,927,City Chic,24.0,3.2188758248682006,15.602432420488078,13,3
1217,1530,Fossil,24.0,3.2188758248682006,30.88393400969181,1254,3
1218,97,Adidas,24.0,3.2188758248682006,53.310033529312086,9286,3
1219,919,Circa,24.0,3.2188758248682006,0.0,1,0
1220,2902,Nokia,24.0,3.2188758248682006,14.293031739365901,35,3
1221,1304,Easton,24.0,3.2188758248682006,42.38339402008235,69,3
1222,3952,Ted Baker,24.0,3.2188758248682006,38.21430796617065,3,3
1223,517,Bernardo,24.0,3.2188758248682006,6.521332515504617,9,3
1224,3941,Taverniti,24.0,3.2188758248682006,0.0,1,0
1225,1726,Guerlain,24.0,3.2188758248682006,32.3015232850911,89,3
1226,326,Austin Clothing Co.,24.0,3.2188758248682006,0.0,1,0
1227,1288,EO Essential Oils,24.0,3.2188758248682006,0.0,1,0
1228,3448,Roberto Cavalli,24.0,3.2188758248682006,50.226034538419874,11,3
1229,3937,Taryn Rose,24.0,3.218075184184714,1.4142135623730951,2,3
1230,3997,ThinkFun,24.0,3.1780538303479453,9.899494936611665,2,3
1231,1790,Hauck,24.0,3.2188758248682006,0.0,1,0
1232,3609,See by Chloe,24.0,3.2188758248682006,34.122328955294556,3,3
1233,3613,Select,24.0,3.21162348176676,34.88355826693483,14,3
1234,902,Christian Dior,24.0,3.2188758248682006,35.3656750202323,682,3
1235,2994,Onzie,24.0,3.2188758248682006,8.985282083365389,17,3
1236,3649,Shinola,24.0,3.2188758248682006,0.0,1,0
1237,2846,Nature's Variety Instinct,24.0,3.2188758248682006,0.0,1,0
1238,1477,Fiesta,24.0,3.2188758248682006,9.283524305424734,17,3
1239,1871,Huggies Little Movers,24.0,3.2188758248682006,15.589096927658863,27,3
1240,2375,Lil' Joey,24.0,3.0879336350528805,16.97056274847714,2,3
1241,1346,Elomi,24.0,3.2188758248682006,6.099180272790762,5,3
1242,3313,REI,24.0,3.2188758248682006,20.49433552134683,65,3
1243,2446,Lorna Jane,24.0,3.2188758248682006,17.463221425730772,40,3
1244,2670,Merrell,24.0,3.2188758248682006,15.032178593133695,133,3
1245,2140,K & W,24.0,3.2188758248682006,0.0,1,0
1246,1701,Grace In LA,24.0,3.2188758248682006,20.122535255796496,46,3
1247,3246,Pretty Angel,24.0,3.2059091338549486,8.04155872120988,4,3
1248,4270,WOW couture,24.0,3.2188758248682006,7.54983443527075,9,3
1249,3244,Presto,24.0,3.2188758248682006,10.864972114442773,21,3
1250,2021,James Jeans,24.0,3.2188758248682006,0.0,1,0
1251,3241,Prescriptives,24.0,3.2188758248682006,25.681869179606156,27,3
1252,4266,WB Games,24.0,3.2188758248682006,0.0,1,0
1253,3802,Stamped,24.0,3.2188758248682006,52.79288919047288,1600,3
1254,251,Antique Rivet,24.0,3.2188758248682006,17.378147196982766,5,3
1255,2526,MSK,24.0,3.2188758248682006,17.277152543170995,5,3
1256,2653,Melissa,24.0,3.2188758248682006,11.47282905179071,31,3
1257,3099,Paul Mitchell,24.0,3.2188758248682006,26.0042718009702,80,3
1258,1380,Escada,24.0,3.2188758248682006,18.700034875577803,46,3
1259,2644,MeDusa,24.0,3.2188758248682006,0.0,1,0
1260,1381,Escante,24.0,3.2188758248682006,0.0,1,0
1261,824,Catherine Catherine Malandrino,24.0,3.2188758248682006,18.82261695649436,11,3
1262,3523,SPY,24.0,3.2188758248682006,15.12283042290695,5,3
1263,4132,Two by Vince Camuto,24.0,3.2188758248682006,0.0,1,0
1264,3811,Starter,24.0,3.2188758248682006,19.205926862512026,132,3
1265,3812,Stats,24.0,3.2188758248682006,5.41602560309064,4,3
1266,1968,Ivanka Trump,24.0,3.218075184184714,15.506160893045887,66,3
1267,2553,Magic,24.0,3.2188758248682006,37.01388628309351,9,3
1268,3131,Perricone MD,24.0,3.2188758248682006,27.30288101699081,31,3
1269,3864,Sundance,24.0,3.2188758248682006,9.0,16,3
1270,202,American Boy & Girl,24.0,3.2188758248682006,40.15466156134147,2008,3
1271,3471,Romy,24.0,3.2188758248682006,0.0,1,0
1272,3198,Pleasure Party,24.0,3.2188758248682006,0.0,1,0
1273,2185,Katie B.,24.0,3.2188758248682006,0.0,1,0
1274,2573,Mammut,24.0,3.2188758248682006,0.0,1,0
1275,622,Boots,24.0,3.2188758248682006,22.023394620198047,1366,3
1276,3152,Phillips 66,24.0,3.2188758248682006,0.0,1,0
1277,1685,Goldberger Co,24.0,3.2188758248682006,0.0,1,0
1278,1705,Graham & Spencer,24.0,3.2188758248682006,0.0,1,0
1279,464,Bauer,24.0,3.2188758248682006,30.975356773937683,11,3
1280,631,Boston Proper,24.0,3.2188758248682006,13.29958614381059,35,3
1281,1224,Dollie & Me,24.0,3.2188758248682006,0.0,1,0
1282,262,Aqua Lung Sport,24.0,3.2188758248682006,0.0,1,0
1283,1222,Dolce Vita,24.0,3.2188758248682006,24.8057448895408,111,3
1284,1043,Craftsman,24.0,3.2188758248682006,19.652869869758135,35,3
1285,1856,Hourglass,24.0,3.2188758248682006,0.0,1,0
1286,3284,Pura,24.0,3.2188758248682006,0.0,1,0
1287,2438,Longaberger,24.0,3.2188758248682006,22.19888032693956,140,3
1288,3059,Pampers Baby Fresh,24.0,3.2188758248682006,0.0,1,0
1289,1046,Crazy Horse,24.0,3.2188758248682006,10.263202878893768,3,3
1290,2212,Keurig,24.0,3.2188758248682006,20.520320332128957,465,3
1291,855,Chan Luu,24.0,3.2188758248682006,8.717797887081348,3,3
1292,4090,Travis Mathew,24.0,3.2188758248682006,10.63014581273465,4,3
1293,1015,Corelle,24.0,3.2188758248682006,17.257692690196084,31,3
1294,1352,Emerson,24.0,3.2188758248682006,51.516249636480595,19,3
1295,1914,Imperial,24.0,3.2188758248682006,11.015141094572204,3,3
1296,2201,Kenmore,24.0,3.2188758248682006,9.333289565723708,17,3
1297,3879,Susana Monaco,24.0,3.2188758248682006,12.0,3,3
1298,3556,Sangria,24.0,3.2188758248682006,6.658328118479393,3,3
1299,3827,Stitch's,23.5,3.1172053628591856,13.435028842544403,2,3
